EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,zip5
461659768,SWEET MERCY CHURCH & MINISTRIES INC,% ANTHONY CHIARELLA,4607 RENWICK AVE,BALTIMORE,MD,21206-3323,0000,03,3,7000,201303,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,21206
461664299,DESTINY CHANGERS DELIVERANCE CENTER INC,NA,PO BOX 424,BALTIMORE,MD,21203-0424,0000,03,3,7000,201408,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21203
461691790,WITH GOD MINISTRIES INTERNATIONAL CHURCH,NA,10908 MOUNT LUBENTIA WAY,UPPR MARLBORO,MD,20774-5726,0000,03,3,1000,201605,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20774
461705221,FAITH ACADEMY MINISTRIES,% FAITH ACADEMY MINISTRIES,12201 BROKEN LANCE CT,CLINTON,MD,20735-0000,0000,03,3,7000,201406,1,10,000000000,1,01,202212,0,0,06,0,12,0,0,0,X20,NA,20735
461705981,REDEEMED CHRISTIAN CHURCH OF GOD RESURRECTION AND LIFE,% PASTOR LATEEF OKE,1879 BRIGHTSEAT RD,LANDOVER,MD,20785-4250,0000,03,3,7000,201408,1,10,000000000,1,01,202112,1,1,06,0,12,40,9770,9770,X21,NA,20785
461713670,REDEMPTION HOUSE MINISTRIES INC,NA,8225 QUARTERFIELD RD,SEVERN,MD,21144-2710,0000,03,3,7000,201506,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21144
461727683,FOUNDRY CHRISTIAN CHURCH,% SCOTT ANCARROW,841 E FORT AVE BOX 228,BALTIMORE,MD,21230-5117,0000,03,3,7000,201309,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21230
461729335,NEW CREATION CHURCH ANGLICAN INC,% SALLY BREISCH OR JUSTIN CLEMENTE,20 S PROSPECT ST,HAGERSTOWN,MD,21740-5408,0000,03,3,7000,202109,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21740
461732494,PRESENCIA DE DIOS,NA,14218 ARBOR FOREST DR,ROCKVILLE,MD,20850-7474,0000,03,3,7000,201409,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20850
461741974,ENDURING JOY MINISTRIES,% CRAIG JOHNSON,4118 MAPLE RD,MORNINGSIDE,MD,20746-3512,0000,03,3,7120,201410,1,10,000000000,1,01,202012,0,0,06,0,12,0,0,0,X21,NA,20746
461747264,PRIMERA IGLESIA ADVENTISTA EBEN-EZER,% JUVER O PORTILLO,1109 DUNOON RD,SILVER SPRING,MD,20903-1609,0000,03,3,1700,201602,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20903
461772734,ROSARIA COMMUNITIES IN OLNEY INC,% THOMAS F WELCH JR,2700 COVERED WAGON WAY,OLNEY,MD,20832-2511,0928,03,9,1700,194603,1,10,031150120,5,01,202406,4,3,02,0,06,423683,44293,44293,NA,NA,20832
461786798,LOVE CHAPEL INTERNATIONAL,% RICHMOND B AGYEMAN,1425 GROUSE CT,FREDERICK,MD,21703-1380,0000,03,3,7000,201409,1,10,000000000,1,01,202412,0,0,06,0,12,0,0,0,NA,NA,21703
461808377,IGLESIA PENTECOSTAL PALABRA EN ACCION,% VICTOR BLANDON,8740 CHERRY LN STE 17,LAUREL,MD,20707-6211,0000,03,3,7000,201607,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20707
461857945,CHABAD-LUBAVITCH OF MARLAND INC,% RABBI SHMUEL KAPLAN,50 E MONTGOMERY ST,BALTIMORE,MD,21230-3847,5994,03,8,7000,201405,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X30,NA,21230
461864538,IGLESIA RIO DE DIOS RIVER OF GOD CHURCH,% JOSE W ALVAREZ,3308 OLD LARGO RD,UPPR MARLBORO,MD,20772-7861,0000,03,3,7000,201503,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20772
461865078,BALTIMORE WORSHIP CENTER - THE CHURCH OF THE LIVING GOD INTERNATI,% JONATHAN GRAYSON,3726 PATTERSON AVE,GWYNN OAK,MD,21207-6318,4296,03,9,7000,200405,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,BWC-CLGI,21207
461865991,THE CHURCH ON THE BOULEVARD INC,NA,2436 WASHINGTON BLVD,BALTIMORE,MD,21230-1535,0000,03,3,7000,201407,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21230
461878730,CENTRO FAMILIAR CRISTIANO,% CENTRO FAMILIAR CRISTIANO,4913 RAVENSWOOD RD,RIVERDALE,MD,20737-1117,0000,03,3,7000,201702,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20737
461909336,FAITH COVENANT MINISTRIES INTERNATIONAL,% EVAN THEO K SIGEI,25733 VALLEY PARK TER,DAMASCUS,MD,20872-2387,3317,03,9,7000,000000,0,10,001000000,1,01,NA,0,0,06,0,06,NA,NA,NA,NA,NA,20872
461936513,PHAREZ IN CHRIST EVANGELICAL CHURCH INC,NA,PO BOX 7306,HYATTSVILLE,MD,20787-7306,0000,03,3,1700,201309,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20787
461952799,GODS POWER CHAPEL INC,NA,9415 COLESVILLE RD,SILVER SPRING,MD,20901-4819,0000,03,3,7000,201305,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20901
462002124,TABERNACLE CHRISTIAN CENTER INC,NA,4309 CHESTNUT GROVE LN,BELTSVILLE,MD,20705-1580,0000,03,3,7000,201312,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20705
462009945,SPIRIT AND TRUTH RESTORATION CHURCH INC,NA,28754 OCEAN GTWY UNIT G,SALISBURY,MD,21801-2603,0000,03,3,2000,201407,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21801
462020279,CSL CENTRAL MARYLAND,% ALICE REID,362 MAIN ST,REISTERSTOWN,MD,21136-1904,6017,03,9,7000,201406,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X99,NA,21136
462037410,INNER CITY CHURCH OF CHRIST,% ERIC LORICK,5718 BOWLEYS LN,BALTIMORE,MD,21206-7021,0000,03,3,7000,201408,1,10,000000000,1,01,202412,4,4,06,0,12,112747,111400,111400,X99,NA,21206
462042787,CHRISTIAN MISSIONS CHURCH INC,% YOHANA MAGINGA,2524 LINDLEY TER,ROCKVILLE,MD,20850-3032,0000,03,3,7000,201407,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20850
462067961,LIFE FOUNTAIN COMMUNITY CHURCH,NA,9901 FRAGRANT LILIES WAY,LAUREL,MD,20723-5602,1601,03,9,7000,196310,1,10,029002000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,20723
462086618,ARMS OF HOPE FAMILY CHURCH INC,NA,2802 HOLLINS FERRY RD,BALTIMORE,MD,21230-2924,0000,03,3,7000,201511,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,21230
462102211,KINGDOM SHAKERS INTERNATIONAL DELIVERANCE MINISTRIES,% MYRA ANDERSON,4002 RIDGECROFT RD,BALTIMORE,MD,21206-5030,0000,03,3,7000,201308,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21206
462139625,GLORIOUS EXPRESSION MINISTRY INC,NA,12811 LOCBURY CIR APT B,GERMANTOWN,MD,20874-3849,0000,03,3,7000,201406,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20874
462147883,MINISTERIO INTERNACIONAL LIRIOS DEL VALLE MARYLAND,NA,3930 BEXLEY PL,SUITLAND,MD,20746-2960,0000,03,3,7000,201503,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20746
462160097,INTERNATIONAL NEW LIFE MINISTRIES INC,NA,2436 WASHINGTON BLVD,BALTIMORE,MD,21230-1535,0000,03,3,7000,201406,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,B90,NA,21230
462160614,PARKWAY BIBLE CHURCH,% JAMES HAYS,7811 DEN MEADE AVE,FT WASHINGTON,MD,20744-2113,0000,03,3,7000,201408,1,10,000000000,1,01,NA,0,0,06,0,06,NA,NA,NA,X99,NA,20744
462168875,ZO CHRISTIAN CHURCH,% PAU LIAN,121 CHERRYDELL RD,CATONSVILLE,MD,21228-2242,0000,03,3,7000,202509,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21228
462181936,HIGHER GROUND WORLDWIDE EVANGELISM MINISTRIES,% DENISE M LEE PASTOR,1006 JASON LN,HVRE DE GRACE,MD,21078-2043,0000,03,3,7000,201409,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21078
462182576,FIRSTFRUITS PRAYER MINISTRIES INC,% DARLEEN M SMITH,4408 SPRINGDALE AVE,GWYNN OAK,MD,21207-8159,0000,03,3,7100,201408,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21207
462193924,CHURCH OF CHRIST IN BALTIMORE COUNTY,% DONALD HARDEE,6109 GLEN FALLS RD,REISTERSTOWN,MD,21136-4515,0000,03,3,7000,201412,1,10,000000000,1,01,NA,0,0,06,0,10,NA,NA,NA,X20,NA,21136
462195162,IGLESIA EL SENDERO DE LA CRUZ DE BALTIMORE INC,% LUIS A CARIBE,2844 HINSDALE DR,BALTIMORE,MD,21230-3305,0000,03,3,1000,201308,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21230
462206189,GLORY GLOW INTERNATIONAL CHURCH,% PAUL A AKAPO,9915 LIBERTY RD,RANDALLSTOWN,MD,21133-1803,0000,03,3,7000,201605,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21133
462206717,CHRIST CHILD SOCIETY OF BALTIMORE INC,% KELLY BOLLINGER BURKE,PO BOX 584,RIDERWOOD,MD,21139-0584,0928,03,9,7000,194603,1,10,031150120,5,01,202412,0,0,06,0,12,0,0,0,NA,NA,21139
462297842,FLAME,% JOSEPH C CHANDLER JR,1911 WASHBURN CT,FREDERICK,MD,21702-3417,0000,03,3,7000,201409,1,10,000000000,1,01,202312,0,0,06,0,12,0,0,0,X99,NA,21702
462330044,IN CHRIST WASHINGTON FELLOWSHIP,% TRINITY LUTHERAN CHURCH,11200 OLD GEORGETOWN RD,N BETHESDA,MD,20852-3202,9386,03,9,7000,198804,1,10,001000000,1,01,NA,4,4,06,0,12,NA,NA,NA,NA,NA,20852
462346555,OPEN DOOR BAPTIST CHURCH,NA,PO BOX 2288,ROCKVILLE,MD,20847-2288,0000,03,3,7000,201504,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20847
462375099,RENOVATE LIFE CHURCH INC,NA,1249 LORENE DR,PASADENA,MD,21122-4645,0000,03,3,7000,201408,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21122
462412895,VICTORY CHAPEL CHURCH INC,NA,2121 CEDAR TREE LN,WALDORF,MD,20601-3606,0000,03,3,7000,201502,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20601
462424669,CHURCH WITHOUT WALLS MINISTRY OF CHARLES COUNTY MD,% DOROTHY A SHIELDS,12118 ELL LN,WALDORF,MD,20602-3520,0000,03,3,7100,201311,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20602
462492884,KOREAN HOPE CHURCH OF MARYLAND,% GETHSEMANE BAPTIST CHURCH,11820 PARKLAWN DR STE 201,ROCKVILLE,MD,20852-2529,1601,03,9,7000,196310,1,10,029002000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,HOPE CHURCH,20852
462507088,PURPOSE FOR LIFE OUTREACH CENTER,% CARE OF NEVAOR MITCHNER,9201 APPLEFORD CIR APT 157,OWINGS MILLS,MD,21117-8286,0000,03,3,7000,201608,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21117
462511700,CHABAD OF TOWSON INC,NA,14 AIGBURTH RD,TOWSON,MD,21286-1103,5994,03,9,7000,201405,1,10,000000000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,21286
462518785,SPRINGDALE COMMUNITY,NA,9601 ARDWICK ARDMORE RD,SPRINGDALE,MD,20774-2514,1489,03,9,7000,196007,1,10,001268000,1,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,20774
462537830,JOYFUL HOUSE CHURCH DEFENDERS OF THE CHRISTIAN FAITH MOVEMENT,% ABNER E BAEZ,23604 ROLLING FORK WAY,GAITHERSBURG,MD,20882-2808,0000,03,3,7000,201705,1,10,000000000,1,01,201912,3,3,06,0,12,29208,44754,44754,X21,NA,20882
462544666,FREEWILL BAPTIST CHURCH,% JESSE WATSON,PO BOX 613,SALISBURY,MD,21803-0613,0000,03,3,7120,201410,1,10,000000000,1,01,NA,0,0,06,0,06,NA,NA,NA,X21,NA,21803
462550315,IGLESIA PROFETICA LA VINA ESCOGIDA INC,% GERONIMO FLORES,4111 BEALL ST,HYATTSVILLE,MD,20784-2623,0000,03,3,7000,201704,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20784
462557242,EVER CREATIVE WORD MINISTRIES,NA,PO BOX 7062,SILVER SPRING,MD,20907-7062,0000,03,3,7000,201310,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20907
462645620,SAINT PETERS IGBO ANGLICAN CHURCH OF MARYLAND INC,% STANLEY ONYEDUM,4605 BELAIR RD,BALTIMORE,MD,21206-5703,0000,03,3,7000,201409,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X99,NA,21206
462656672,MT MORIAH NEW LIFE MINISTRIES INC,% BARRY BELLE,723 GREENWOOD AVE,CAMBRIDGE,MD,21613-2142,0000,03,3,7000,201905,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21613
462687354,WASHINGTON KOREAN CHURCH,% JOHN YEE,12608 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20904-3042,0000,03,3,7000,201308,1,10,000000000,5,01,NA,0,0,06,0,12,NA,NA,NA,X50,NA,20904
462688180,SALVATION MINISTRIES USA CANADA INC,NA,6321 GREENBELT RD,COLLEGE PARK,MD,20740-2352,0000,03,3,7000,201503,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20740
462715535,JERUSALEM CHURCH OF THE LORD INT,NA,121 HEATHER STONE WAY,GLEN BURNIE,MD,21061-3388,0000,03,3,7000,201604,1,10,000000000,1,01,NA,0,0,06,0,09,NA,NA,NA,X20,NA,21061
462754435,IGLESIA MISIONERA PENIEL INC,% IN CARE OF ART REYES,PO BOX 11,TRACYS LNDG,MD,20779-0011,0000,03,3,7000,201608,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20779
462766464,IGLESIA ALFA Y OMEGA PRINCIPIO Y FIN INC,% MANUEL PINEDA VELASQUEZ,1410 WOODWELL RD,SILVER SPRING,MD,20906-2080,0000,03,3,1200,202207,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20906
462798473,HOLY HILL CHAPEL INC,% NANA CEASAR,6449 OLD HIGHGATE DR,ELKRIDGE,MD,21075-6174,0000,03,3,7000,201408,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21075
462820088,ZION FREEDOM FELLOWSHIP,% WILLIAM OB FINCH JR,197 E MAIN ST,WESTMINSTER,MD,21157-5014,0000,03,3,7000,201412,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,21157
462847763,GODS GLORIOUS CHURCH,NA,408 HEADQUARTERS DR STE 3C,MILLERSVILLE,MD,21108-2550,0000,03,3,7000,201408,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X99,NA,21108
462906994,REMNANT OF GOD DELIVERANCE MINISTRY INC,% KAREN THOMPSON,9809 PLOWLINE RD,RANDALLSTOWN,MD,21133-2524,0000,03,3,7000,201310,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,21133
462908609,MINISTERIO PENTECOSTAL IMPACTO DE DIOS INC,NA,5359 QUINCY PL APT 201,HYATTSVILLE,MD,20784-1138,0000,03,3,7000,201406,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20784
462953866,WINNERS CHAPEL INTERNATIONAL AMERICAS INC,NA,4825 GLENN DALE RD,BOWIE,MD,20720-3585,6137,03,8,7000,201505,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20720
463002261,MOUNTAIN OF FIRE AND MIRACLES MINISTRIES-LAUREL MD,% NNEKA F UZOMA,131A BOWIE RD,LAUREL,MD,20707-4631,0000,03,3,1000,201508,1,10,000000000,1,01,NA,3,3,06,0,12,NA,NA,NA,P20,MFM LAUREL,20707
463003807,ADVENTIST NEW VISION FELLOWSHIP CHURCH,NA,1321 TWIG TER,SILVER SPRING,MD,20905-7039,0000,03,3,1700,201602,1,10,000000000,1,01,202312,0,0,06,0,12,0,0,0,X99,NA,20905
463037999,CHRIST THE SOWER BILINGUAL CHURCH INC,NA,3104 WALLFORD DR APT F,DUNDALK,MD,21222-2619,0000,03,3,7000,202403,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21222
463045876,AHAVAT SHALOM CONGREGATION INC,% ELIYAHU NOURMAND,3009 NORTHBROOK RD,BALTIMORE,MD,21209-2405,0000,03,3,7000,201512,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X30,AHAVAT SHALOM,21209
463056404,COMFORTERS HOUSE CHAPEL INTERNATIONAL,% KOFI PEPRAH,9737 MOUNT PISGAH RD APT 808,SILVER SPRING,MD,20903-2016,0000,03,3,7000,201407,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20903
463065078,WEST CHARLES COMMUNITY CHURCH,% W SETH HEISSERMAN,8310 GILROY RD,NANJEMOY,MD,20662-3331,1601,03,9,7000,196310,1,10,029002000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,20662
463066392,MIDNIGHT HOUR MINISTRIES INC,NA,PO BOX 6555,WALDORF,MD,20603-6555,0000,03,3,7000,201407,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20603
463113152,IGLESIA BIBLICA BAUTISTA PENIEL,% PASTOR GILBERTO BARAHONA,12106 SHOREFIELD CT APT 44,WHEATON,MD,20902-1871,1601,03,9,7000,196310,1,10,029002000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,20902
463115990,HOWARD EVANGELICAL PRESBYTERIAN CHURCH,% JEONG KOO JEON,10874 OLDE WOODS WAY,COLUMBIA,MD,21044-1020,0000,03,3,7000,201310,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,21044
463122039,KOLLEL D BALTIMORE INC,% SHMUEL STOLL,15 WALKER AVENUE,BALTIMORE,MD,21208-4023,0000,03,3,7000,201404,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21208
463131941,PIKESVILLE JEWISH CONGREGATION,NA,7644 CARLA RD,BALTIMORE,MD,21208-4409,0000,03,3,7000,202006,1,10,000000000,1,01,201806,0,0,06,0,12,NA,NA,NA,X30,NA,21208
463145413,REBIRTH TABERNACLE OF GLORY INC,% PASTOR MYRA HARRIS,103 CARNELIARD CT,PIKESVILLE,MD,21208-3342,1620,03,9,7000,196402,1,10,001029000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,21208
463176858,BET CHAVERIM INC,NA,6817 KOANDAH GDNS,HIGHLAND,MD,20777-9784,0000,03,3,1700,201609,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X30,NA,20777
463189986,KINGDOM RESTORERS INTERNATIONAL CHRISTIAN CENTER INC,NA,2212 SOUTHLAND RD,GWYNN OAK,MD,21207-6037,0000,03,3,7000,201509,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21207
463198359,MINISTERIO EVENGELICO DE EL PRINCIPE DE PAZ ISAIAS 9-6,% NELSON ANTONIO SOLITO,8011 OLD GEORGETOWN RD,BETHESDA,MD,20814-2426,0000,03,3,1700,201909,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20814
463224602,LIBERTAD BAPTIST CHURCH,% PASTOR NESTOR LIZAMA,47282 GREENTREE LN,LEXINGTON PK,MD,20653-4417,0000,03,3,7000,201410,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20653
463238903,CHRIST LABORERS BAPTIST CHURCH,% ANTOINE N MOKOMBO,19641 CLUB LAKE RD,MONTGOMRY VLG,MD,20886-1347,1961,03,9,7000,000000,0,10,029000000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,RELIGIOUS,20886
463256914,LONGVIEW BIBLE CHURCH INC,% EDWARD C LEE,PO BOX 86,OWINGS MILLS,MD,21117-0086,0000,03,3,7000,201504,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21117
463267109,PROPHETIC ARK TABERNACLE,% VENETIA T FLEMMING,623 N CARROLLTON AVE,BALTIMORE,MD,21217-2414,0000,03,3,1700,201406,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21217
463296233,FAMILY WORSHIP PLACE INC,NA,PO BOX 2232,BOWIE,MD,20718-2232,0000,03,3,7000,201408,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20718
463338882,ST MARYS SYRO-MALANKARA CATHOLIC CHURCH GREATER WASHINGTON INC,NA,1717 RITCHIE RD,FORESTVILLE,MD,20747-2519,0000,03,3,7000,201405,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X22,NA,20747
463339854,ROCK CHURCH OF CHRIST IN CLARKSBURG,NA,23109 TIMBER CREEK LN,CLARKSBURG,MD,20871-4018,1601,03,9,7000,196310,1,10,029002000,5,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20871
463346897,EMPOWER DELIVERANCE CHURCH MINISTRIES,% RANDY P GRAVES SR,PO BOX 1496,COLUMBIA,MD,21044-0496,3317,03,9,7000,199112,1,10,001000000,1,01,NA,0,0,06,0,06,NA,NA,NA,NA,NA,21044
463348852,DESTINY RECOVERY PRAYER MINISTRIES INC,NA,7521 ALLENTOWN RD,FT WASHINGTON,MD,20744-1712,0000,03,3,7000,201410,1,10,000000000,1,01,202409,0,0,06,0,09,0,0,0,X20,NA,20744
463360815,CHRISTIAN UNION CHURCH INC,NA,3923 MLADIES CT,PIKESVILLE,MD,21208-2321,0000,03,3,7000,201406,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,21208
463364775,FREEDOM THROUGH FAITH MINISTRIES,% ROBERT R THIBODEAU,PO BOX 4936,BALTIMORE,MD,21220-0936,3917,03,9,7000,200212,1,10,000000000,1,01,202412,0,0,06,0,12,0,0,0,X20,FREEDOM THROUGH FAITH RADIO NETWORK,21220
463365306,MISSION FOR CHRIST INTERNATIONAL CHURCH,% EDMOND PIERRE,10 SAINT TIMOTHYS LN,CATONSVILLE,MD,21228-4674,0000,03,3,7000,202007,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21228
463399644,SPRING IN THE DESERT MINISTRIES INC,% LINDA F GORHAM,20870 OLD YORK RD,PARKTON,MD,21120-9137,0000,03,3,7000,202408,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21120
463412775,DARLINGTON UNITED METHODIST CHURCH,NA,2117 SHURESVILLE RD,DARLINGTON,MD,21034-1512,2573,03,9,7100,197410,1,10,001919000,5,01,NA,0,0,06,0,12,NA,NA,NA,NA,NA,21034
463443953,IGLESIA PENTECOSTAL DE DIOS ES EL PODER,% GILMAR AMAYA,2802 FALLING BROOK TER,ADELPHI,MD,20783-1452,0000,03,3,7000,201505,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20783
463469799,AMBASSADORS FOR CHRIST MINISTRIES INTERNATIONAL,% DOROTHY TABI,13202 4TH ST,BOWIE,MD,20720-3603,0000,03,3,7000,201409,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X99,NA,20720
463506083,CITY OF PRAISE FAMILY MINISTRIES INC,NA,8501 JERICHO CITY DR,LANDOVER,MD,20785-4703,0000,03,3,7000,201309,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20785
463513844,JUNGTO SOCIETY USA,% SOONYOUNG MIN-KIM,4361 AITCHESON RD,BELTSVILLE,MD,20705-1102,0000,03,3,7000,201705,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X50,NA,20705
463522413,CHRISTIAN LIFE SERVICES MINISTRIES,% ELDER DANIEL TUCKER,PO BOX 8444,UPPER MARLBORO,MD,20773-0000,0000,03,3,7000,201506,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20773
463533641,IGLESIA EVANGELICA TABERNACULO DE FE Y ESPERANZA INC,NA,12614 VIEWSIDE DR,NORTH POTOMAC,MD,20878-3572,0000,03,3,7000,201902,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X21,NA,20878
463547802,IGLESIA FUENTE DE PAZ,% LUIS CASIMIRO-PEREZ,5219 KRAMME AVE,BROOKLYN,MD,21225-3020,0000,03,3,7000,202307,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21225
463556256,IGLESIA LA LUZ DEL MUNDO,NA,30 WINCHESTER ST,FREDERICK,MD,21701-0000,0000,03,3,7000,201809,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21701
463575804,IGLESIA DE RESTAURACION ADONAI GAITHERSBURG INC,% BERNAL OSORIO,19519 DIVOT PL,MONTGOMRY VLG,MD,20886-1333,0000,03,3,7000,201410,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20886
463592550,MARYLAND HOPE PRESBYTERIAN CHURCH,NA,9050 BALTIMORE ST,SAVAGE,MD,20763-9647,0000,03,3,7000,201509,1,10,000000000,1,01,202412,3,3,06,0,12,70510,63449,63449,X20,NA,20763
463599759,HOPE CHAPEL,% SEBASTIAN KIM,8601 VALLEYFIELD RD,LUTHVLE TIMON,MD,21093-3929,0000,03,3,7000,201812,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,21093
463608988,CHRIST CHURCH OF MT AIRY,NA,PO BOX 746,MOUNT AIRY,MD,21771-0746,0000,03,3,1700,202507,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,CHRIST CHURCH,21771
463617942,GODS WAY CHAPEL INTERNATIONAL,% KOFI BOATENG,1300 MERCANTILE LN STE 184,LARGO,MD,20774-5481,0000,03,3,7000,202112,1,10,000000000,1,01,NA,0,0,06,0,12,NA,NA,NA,X20,NA,20774
